localizacion,titulo,descripcion_corta,precio,detalles
Nuevo Cuscatlán, Apartamento en venta Life Santa Elena 3 habitaciones se vende con muebles Nuevo Cuscatlán,SE VENDE APARTAMENTO MODERNO A PUERTA CERRADA EN LIFE SANTA ELENA Medida de apartamento 115.9m2 Medida de parqueos 25m2 Área total de construcción privada: 140.9m2 Apartamento full ...,"
$334,999 ","
,
116 m,
,
3,
,
2,
,
4"
San Salvador, VENTA CASA ZONA SAN JOSE DE LA MONTAÑA SAN SALVADOR 30 PARQUEOS,"IDEAL PARA INSTITUCIONES Y FINANCIERAS
Primer nivel: Área de oficinas 350m2
- Recepción
- 3 salones
- 7 baños
- 4 Oficinas separadas
- 26/30 Estacionamientos
Área de terreno ...","
$1,000,000 ","
,
1300 m,
,
7,
,
Más,
,
7"
Santa Tecla, APARTAMENTO SANTA ROSA CASA DEL ÁRBOL SANTA TECLA,"Construido en 2022
74 m2 más 2 estacionamientos y bodega
2 habitaciones y 2 baños
Master con walk-in closet
2 parqueos (uno es techado)
Incluye línea blanca: Refrigeradora, lavadora, ...","
$235,000 ","
,
74 m,
,
2,
,
2,
,
2"
San Salvador, VENTA CASA RES ANTIBES COL ESCALON SAN SALVADOR,"3 habitaciones c/u con baño completo y closet
Cochera techada para 3 vehículos
Sala
Comedor
Cocina
Área de servicio completa
Precio de venta: $415,000.00
Mayor información: .","
$415,000 ","
,
1 m,
,
3,
,
3,
,
3"
Nuevo Cuscatlán, VENTA DE CASA EN SERRA NUEVO CUSCATLAN,"Serra Townhouses
175.85 m2 construcción
362.98 V2 de terreno
Incluye línea blanca y cromada.
- Jardin doble nivel
- Estacionamiento para 3 vehículos.
- Cocina eléctrica y horno ...","
$410,000 ","
,
362 m,
,
3,
,
3,
,
3"
Santa Tecla, VENTA CASA CIUDAD MERLIOT,"Primer nivel:
Cochera portón eléctrico - 2 carros
Sala
Comedor
Cocina
Área servicio completa
Segundo nivel:
3 habitaciones: principal con baño. 2 y 3 baño completo ...","
$325,000 ","
,
1 m,
,
3,
,
2,
,
2"
Usulután, Casa Cottage De Venta,"Casa Cottage en VENTA
Zona privada, con vista a la montaña. En la hermosa ciudad de Alegría, Usulutan.
Ubicada a tan solo 3 cuadras del parque, bonita casa de campo. Escapa del ...","
$200,000 ","
,
146 m,
,
2,
,
2,
,
2"
San Salvador, VENDO O ALQUILO CASA EN LA MAQUILISHUAT 1NIVEL,"VENDO O ALQUILÓ CASA EN LA MAQUILISHUAT 1NIVEL
1. PRECIO VENTA: $1.3 MILLONES Según VALUO NEGOCIABLES
1.1. ALQUILER $4500.00 Incluye Mtto. Negociable
2. CARACTERÍSTICAS
2.1. ...","
$1,300,000 ","
,
608 m,
,
7,
,
10,
,
4"
La Libertad, Casa en exclusiva Residencial camino al Surf City,"Preciosa vivienda en Residencial Las Piletas, excelente ubicación, excelente complejo, excelente distribución, excelente vivienda. Excelente vecindario Lo que había estádo esperando ...","
$800,000 ","
,
600 m,
,
6,
,
4,
,
6"
Santa Tecla, VENDO CASA EN LAS COLINAS SANTA TECLA 1NIVEL,"VENDO CASA EN LAS COLINAS DE 01NIVEL EN SANTA TECLA
1. PRECIO $110MIL Fijos.*
2. De Pasaje y Parqueo Comun.
3. Sala Y Comedor
4. Cocina
5. 02 Baños
6. 03 Habitaciones
7. ...","
$110,000 ","
,
99 m,
,
3,
,
1,
,
2"
San Salvador, EN VENTA | APARTAMENTO EN SAN FRANCISCO TOWER,"Descubre este moderno apartamento ubicado en la exclusiva Colonia San Francisco, conocida por su alta conectividad. Este espacio ofrece amenidades de alto nivel que garantizan un estilo ...","
$220,000 ","
,
74 m,
,
2,
,
2,
,
2"
San Juan Opico," EN VENTA | RESIDENCIA EN CIUDAD VERSALLES, VILLA PARIS","Bienvenido a esta encantadora casa de un nivel ubicada en Ciudad Versalles, esta casa ofrece comodidad y espacio para toda la familia.
La ubicación es ideal, a solo 5 minutos de ...","
$175,000 ","
,
240 m,
,
3,
,
2,
,
2"
Cuscatancingo, CASA VILLAHERMOSA CUSCATANCINGO,"SE VENDE $32,000
- Soy dueño directo
- Documentacion en regla
- Impuestos alcaldia, agua y luz AL DIA
---------------------------------
CONDICIONES:
- No Fondo Social Vivienda ...","
$32,000 ","
,
55 m,
,
2,
,
Más,
,
1"
Chalatenango," Nombre de Jesus, Chalatenango","Lote 854.43 metros cuadrados. Llame para mas detalles.
para masinformación: ","
$125,000 ","
,
1 m,
,
3,
,
1"
San Salvador, CASA en PORTALES DEL ESPINO,"Área de terreno: 1,800 v2
Área de construcción: 600 m2
* Prácticamente todo en un solo piso
* Excelente ubicación
PRIMER PISO:
* 3 dormitorios cada uno con baño y A/C (el ...","
$2,000,000 ","
,
600 m,
,
3,
,
6,
,
4"
San Salvador, APARTAMENTO en COL. ESCALON (Parte Alta),"* Área de construcción: 117 m2 + 26 m2 de estacionamientos
* Dos estacionamientos TECHADOS
* Sala
* Comedor
* Cocina
* Baño social
* Terraza con vista hacia volcán y ciudad
* ...","
$270,000 ","
,
117 m,
,
3,
,
2,
,
3"
Santa Tecla, CASA en BOSQUES DE SANTA TERESA (Santa Tecla),"Área de terreno (aprox.): 600 m2
Área de construcción: 450 m2
* Preciosa casa con muy buenos acabados
* 3 habitaciones
* 3 baños y medio
* Dormitorio Principal en Primer Nivel, ...","
$480,000 ","
,
450 m,
,
3,
,
3,
,
3"
Apopa," Casa en venta KM 24 Troncal del Norte, Guazapa, a estrenar","A ESTRENAR!!!
La propiedad posee 2 niveles:
230.40 v2 = 172.43 mts2 de terreno
318 mts2 de construcción
Es una oportunidad única, no sólo por la ubicación, tamaño y precio, si no, ...","
$169,000 ","
,
318 m,
,
5,
,
2,
,
3"
Antiguo Cuscatlán, Alquilo o vendo casa Madre Selva,"VENDO CASA $2100. Zona, Embajada Americana. No está en PASAJE CERRADO. Casa muy segura. De 2 plantas. Cochera para 3 carros. Sala, comedor, cocina, baño social, Estudio, Terraza, ...","
$475,000 ","
,
320 m,
,
3,
,
4,
,
3"
Ahuachapán, Casa en venta en Ataco - Ahuachapan,"$238,000.00
Hermosa casa de campo en el centro de Ataco, con una excelente ubicación a tan solo una cuadra del parque central, de esquina de 1 nivel, área de terreno de 393.17 V² y ...","
$238,000 ","
,
158 m,
,
3,
,
2,
,
1"
La Paz, Vendo hermosa casa de campo con piscina y pequeña finca,"Descripción.
La casa se ancuentra a 3 minutos de santiago nonualco en calle principal de san antonio abajo. A 25 minutos del aeropuerto internacional de El Salvador y a 15 minutos de ...","
$168,000 ","
,
198 m,
,
3,
,
8,
,
2"
Santa Tecla, VENDO CASA STA. TECLA 1NIVEL PRIVADO ESTA ALQUILADA PARA INVERSIONISTAS,"VENDO CASA STA. TECLA 1NIVEL PRIVADO ESTA ALQUILADA
1. PRECIO *$235mil Neg*
2. MEDIDAS: 227V²   -   124M²
3. Cochera 02 Vehículos
4. Sala amplia
5. Comedor, Cocina en un ...","
$235,000 ","
,
124 m,
,
4,
,
2,
,
3"
Ahuachapán, Casa en venta en el centro de Ahuachapán,"Esta hermosa casa de 4 habitaciones cuenta con 2 niveles. En el primer nivel, dispone de estacionamiento para 2 vehículos, sala, cocina, comedor, 1 habitación, 1 baño completo, área ...","
$225,000 ","
,
300 m,
,
4,
,
2,
,
2"
La Paz, Venta de casa,"VENDO CASA DE ESQUINA EN SAN LUIS TALPA, LA PAZ
Ubicada en los alrededores de la zona céntrica del municipio, a 10 mins del Aeropuerto Monseñor Arnulfo Romero.
Extensión Terreno: ...","
$78,000 ","
,
213 m,
,
2,
,
3,
,
1"
San Salvador, CASA EN 75a AV NORTE ANTES DE CALLE A SAN ATONIO ABAD Y PLAZA DAVIDSON,"- Sobre la 75ª Av. Norte, antes de iniciar el paso a desnivel y calle a San Antonio Abad
- Inmueble de 2 niveles
- Cuenta con recibidor
- 7 Áreas para oficinas u otros
- Área para ...","
$168,000 ","
,
210 m,
,
7,
,
3,
,
2"
Soyapango, Se vende casa,se vende casa negociable,"
$14,000 ","
,
5000 m,
,
3,
,
1"
San Juan Opico, CASA EN VENTA SAN JUAN OPICO LA LIBERTAD,"Tenemos el agrado de poner a tu disposición una casa para uso habitacional en el centro de San Juan Opico departamento de La Libertad.
Ubicada exactamente en el Barrio Las Flores, ...","
$57,000 ","
,
97 m,
,
2,
,
1,
,
1"
San Salvador, Venta de apartamento en Escalon.,"VENTA APARTAMENTO EN ESCALON PARTE ALTA Viva en zona exclusiva, tranquila y fresca. Arquitectura y diseño único. Precio de venta $ 300,000 Apartamento moderno 140 mts Nivel 3 Espacios ...","
$300,000 ","
,
140 m,
,
2,
,
2,
,
3"
San Salvador, EN VENTA CASA EN AVE ROOSEVELT,"EN VENTA CASA EN AVE ROOSEVELT Viva o ponga su negocio en una casa tipo art deco en zona de movimiento CERCA DE TODO Precio de venta $ 490,000 neg Linda casa de espacios amplios 1,105 ...","
$490,000 ","
,
3750 m,
,
4,
,
10,
,
4"
San Miguel, Casa en Venta en San Miguel,"Area: 356.33 V2 / 267 M2
NIvel 01: Sala, comedor, cocina, baño social, patio, área de lavandería, habitación de servicio con baño.
Nivel 02: 3 dormitorio con aire acondicionado, ...","
$325,000 ","
,
267 m,
,
4,
,
2,
,
2"
San Salvador, Casa en Venta en Residencial Melissa I,"Area: 136.07 V2 / 178.84 M2
Nivel Cochera: Para 2 vehículos.
Nivel 01: sala, comedor, cocina, estudio, tendedero, área de servicio completa, pequeño jardin.
Nivel 02: 3 ...","
$189,000 ","
,
179 m,
,
3,
,
2,
,
2"
San Miguel, Venta de viviendas,Venta de derechos y al contado,"
$45,000 ","
,
82 m,
,
2,
,
2,
,
1"
San Salvador, Venta de Casa en Portal Tierras Altas,"Venta de Casa en Portal Tierras Altas. Código CA-287. Complejo Privado con arquitectura moderna y dos niveles. Portal Tierras Altas cuenta con vigilancia 24/7, control de acceso, ...","
$395,000 ","
,
226 m,
,
3,
,
3,
,
2"
San Salvador, ¡Oportunidad Única! Casa Ideal para Oficinas en Venta en Lomas Verdes !,"Ubicada en una zona estratégica y exclusiva, esta propiedad ofrece el ambiente perfecto para establecer oficinas.
Precio: $410,000.-
Frente: 15 metros
Características ...","
$410,000 ","
,
490 m,
,
4,
,
4,
,
3"
San Salvador, CASA en COL. SAN BENITO (Exclusiva Residencial Privada),"PARA INVERSION: Inquilino actual paga $2,700, y contrato vence en septiembre de 2025.
* Cuenta con finos acabados y amplios espacios
* 3 habitaciones cada una con baño y walk-in ...","
$675,000 ","
,
1 m,
,
3,
,
2,
,
4"
Santa Ana, SE VENDE CASA NUEVA CON AMPLIO TERRENO,"Se vende casa totalmente nueva a estrenar en colonia la Empalizada Santa Ana, con amplio terreno, la casa mide 13 metros de frente por 13 metros de fondo, y consta de dos cuartos con ...","
$85,000 ","
,
1191 m,
,
2,
,
3,
,
1"
San Salvador, Casa en venta Sierra Santa Elena con vista espectacular,"2 Dormitorios con walking closet y baño
1 dormitorio con baño y dos walking closet
Estudio pequeño en area de dormitorios
Sala familiar con terraza, con vista.
Cuarto de huespedes ...","
$2,500,000 ","
,
1200 m,
,
6,
,
9,
,
7"
Santa Ana, VENDO DERECHO DE CASA EN TENERIFE 2 PRIVADO,vendo derecho en tenerife 2 ciudad real 25 mil cuota 106 más información al WhatsApp ,"
$25,000 ","
,
10 m,
,
2,
,
1,
,
1"
Soyapango, CASA ENORME,"Se vende casa de 218.23 V² y 197 m² de construcción, ubicada en urbanización las Margaritas justo en frente de la fábrica IMSA Soyapango, la casa cuenta con 8 amplios espacios como ...","
$135,000 ","
,
197 m,
,
8,
,
2,
,
5"
Chalatenango, Casa en venta de 550 mtr2 y 25 habitaciones en el centro de chalatenango con vocación comercial,"Propiedad de inversión en zona céntrica de Chalatenango, con RENDIMIENTOS del 14% anual.
APROVECHA ESTA OPORTUNIDAD PARA INVERTIR EN UNA PROPIEDAD DE PLUSVALÍA CRECIENTE, EN LA ZONA ...","
$335,000 ","
,
550 m,
,
5,
,
20"
San Salvador," VENTA APTO NIVEL 1 ESCALON $185,000","Venta Apartamento Escalon Parte Alta
100.88M2 / 144.34V2
Privado con doble ingreso
Precio $185,000 Neg
De primer nivel
3 habitaciones, 2 baños y baño de servicio solamente
Area de ...","
$185,000 ","
,
101 m,
,
3,
,
2,
,
2"
San Salvador," VENTA CASA UNA PLANTA ESCALON $395,000 PRIVADO","VENTA DE CASA ESCALON PRIVADO
DE UNA PLANTA 600V2
PRECIO $395,000
COCHERA CERRADA Y TECHADA PARA 2 VEHICULOS
SALA, COMEDOR Y COCINA
2 HABITACIONES JR CON CLOSET Y BAÑO ...","
$395,000 ","
,
419 m,
,
4,
,
2,
,
2"
San Salvador, Venta la Chandelle sobre EL Paseo Escalon,"terreno: 1,096.90 M2 1,569.44 V2
AREA CONSTRUIDA
: 1, 070.04 M2","
$2,300,000 ","
,
1070 m,
,
Más,
,
4"
San Salvador," VENTA APTO ESCALON $185,000 PARTE ALTA","Venta amplio apartamento Escalon parte Alta
118M2 de Construccion
Precio $185,000
Sala,comedor, terraza con vista al volcán
2 habitaciones, 2 baños completos
2 parqueos","
$185,000 ","
,
118 m,
,
2,
,
2,
,
2"
Colón," Venta de Casa Quintas de Gratamira, Lourdes Colon","Venta de Casa Quintas de Gratamira, Lourdes Colon
Consta de
Un Nivel
450v2
280m2
3 habitaciones
3 baños
Sala
Comedor
Cocina
Area de servicio completa
Jardin
Cochera techada dos ...","
$175,000 ","
,
280 m,
,
3,
,
2,
,
3"
San Salvador, En venta de Residencial la Florida de 2 plantas,"En venta preciosa casa moderna en Residencial La Florida
PRIMERA PLANTA:
Sala
Comedor
Cocina
Baño Social
Terraza
Bodega
Área de servicio
Estudio con baño completo
Jardín bien ...","
$440,000 ","
,
213 m,
,
4,
,
3,
,
3"
San Salvador, Venta de Casa Portal Tierras Altas,"Linda casa ubicada en una zona privada, Condominio Portal Tierras Altas, posee 275 V2 y 226Mt2 de construcción .
El clima es fresco y agradable, cuenta con una vista espectacular de la ...","
$395,000 ","
,
226 m,
,
3,
,
3,
,
2"
San Salvador, Se vende casa en Residencial La Florida,"Características:
Área de terreno: 710 v²
Construcción: 325 m²
Plantas: 2
Descripción:
- Acabados modernos
- Cochera para tres carros sin techar
- Sala
- Comedor
- Cocina moderna ...","
$640,000 ","
,
325 m,
,
3,
,
3,
,
4"
San Salvador, SE VENDE APARTAMENTO EN SAN BENITO A PUERTAS CERRADAS,"SE VENDE APARTAMENTO EN SAN BENITO A PUERTAS CERRADAS 3 habitaciones Viva en una de las zonas y condominios màs exclusivos del Gran San Salvador. Puerta del Alma Precio de venta $ 425, ...","
$425,000 ","
,
137 m,
,
3,
,
2,
,
2"
San Salvador," En Venta Apartamento espacioso en Torre Moderna, Santa Elena."," Apartamento espacioso en Torre Moderna, Santa Elena.
¿Estás buscando una propiedad exclusiva que combine espacio, clima fresco y una ubicación privilegiada? Tenemos lo que ...","
$164.34 ","
,
164 m,
,
3,
,
2,
,
3"
Delgado, Se vende apartamento en San Benito. Condominio San Benito Flats,"se vende apartamento en condominio San Benito, flats en primer nivel.
condominio ubicado en sector de altísima, plusvalía del país, colonia San Benito.
87 metros cuadrados ...","
$2,100,007 ","
,
87 m,
,
2,
,
2,
,
3"
Cuscatancingo, NO FONDO SOCIAL Vendo casa ciudad futura x iglesia católica 3 dorm recién remodelada,No aceptamos fondo social vendo casa recién remodelada posee 3 dormitorios amplia sala comedor y cocina baño full remodelado todo nuevo ventanas francesas en toda la casa precio $ inf ...,"
$35,000 ","
,
60 m,
,
3,
,
1"
La Libertad, Vendo casa Bosque de St. TERESA,"599 v2 y 450 mts2.
Bien cuidada
Tiene 3 habitaciones con 3 baños completos.
más estudio con medio baño.
Esta casa tiene el estudio y el dormitorio principal en un PRIMER NIVEL. ...","
$485,000 ","
,
450 m,
,
4,
,
2,
,
4"
San Salvador, Lomas de Altamira,Casa en pasaje privado/afuera de la pluma/con vista al volcan y una habitacion completa en el primer nivel,"
$549,000 ","
,
376 m,
,
4,
,
2,
,
3"
La Paz, Vendo Casa Nueva en Residencial La Montaña II,"*Se Vende Casa en La Montaña II* Nueva a estrenar en Santa tecla .
1,825 varas2 de terreno, 680mts de construcción ,
4 dormitorios cada uno con baño y walking closet,
2 salas , ...","
$925,000 ","
,
6800 m,
,
4,
,
6,
,
6"
Santa Tecla," Venta de casa Residencial Utila,Santa Tecla","Hermosa casa de esquina en residencial privado con doble portón de acceso.
Primer Nivel:
Vestíbulo, Sala, Comedor, Cocina recién renovada, Terraza, Jardín, Cuarto de huéspedes, ...","
$450,000 ","
,
300 m,
,
4,
,
2,
,
3"
San Salvador," Casa en cuscatlan, cojutepeque.","1. 3 PLANTAS.
2. 3 SALAS.
3. 3 TERRAZAS.
4. 8 HABITACIONES.
5. AMPLIO PARQUEO.
6. IMPUESTOS Y DOCUMENTOS AL DÍA.
7. PRECIO DE OFERTA: ($283,000) NEGOCIABLE.
8. MAYOR ...","
$283,000 ","
,
700 m,
,
8"
La Paz," Se vende casa, Zacatecoluca, La Paz.","Se vende casa 432 V2, Colonia 27 de septiembre, 225Mts de construcción, Terreno plano, 15x20Mts, Amplia cochera para cuatro vehiculos bajo techo, En avenida no inclinada, A un lado de ...","
$175,000 ","
,
225 m,
,
3,
,
4,
,
2"
San Miguel, Venta de Casa en San Miguel: ¡Estrena Tu Hogar en Nueva Metrópolis!,"Casa de 1 nivel a estrenar, Nueva Metrópolis San Miguel.
- Área total 100.75 Mtrs de tierra. Construidos en un 90%
-Cochera 1 camioneta
-Sala
-Comedor/cocina
-3 habitaciones ...","
$90,000 ","
,
100 m,
,
3,
,
1,
,
2"
San Miguel," Casa 4 hab. en Nueva Metrópolis, San Miguel","Residencial Nueva Metrópolis, casa que ofrece doble uso Residencial/ Comercial en zona segura Casa construida en 2008 de 2 niveles, en un área de 170.26 Vrs. de terreno Cochera 2 ...","
$125,000 ","
,
172 m,
,
4,
,
2,
,
3"
San Martín," Vendo casa 4 hab. Reparto San Martín I, Privado","Preciosa casa recién remodelada en Reparto San Martin 1, pasaje privado. Área: 128.77 Vrs2 Casa de dos plantas, de 6 mts de frente por 15 mts de fondo, cuenta con espacio para 2 ...","
$120,000 ","
,
150 m,
,
4,
,
2,
,
2"
San Salvador," Casa en venta, Col. Flor Blanca, cerca de FUDEM","Área de terreno: 631.07 vrs y 320.27 mts2 de construcción
En primer nivel: Estacionamiento interno para 5-7 vehículos, Amplios espacios de Sala, comedor, cocina, vestibulo, jardín ...","
$325,000 ","
,
320 m,
,
4,
,
7,
,
3"
San Salvador," Vendo casa 1 nivel de 2,036 Vrs en Col. San Francisco","Ideal como residencia, adecuado para oficinas y potencial para cualquier desarrollo. Frente 21.2 y Fondo de 68.92Mtrs en el lado más largo. Construcción de un solo nivel con parqueo ...","
$1,200,000 ","
,
1400 m,
,
5,
,
Más,
,
4"
La Libertad," Casa en Res. Los Sueños, moderna y con diseño unico","Se vende propiedad con diseño moderno, construida hace 1 año en una de las residenciales de mayor plusvalía y seguridad en El País.
Área de terreno: 850 Vrs
Área de ...","
$1,150,000 ","
,
650 m,
,
6,
,
5,
,
5"
San Salvador," Vendo casa de montaña de 1 nivel, km 8 1/2 calle a Huizucar, zona Hogar Vito Guarato","Son 750 vrs de Terreno, construcción en un solo nivel con 4 habitaciones, 3 baños, 2 amplias salas, comedor independiente, cocina remodelada, y área de lavandería. Adicionalmente ...","
$330,000 ","
,
524 m,
,
6,
,
10,
,
3"
San Salvador," Casa en venta en Portal el Espino, San Benito- Habitación en primer nivel","Casa en Venta Portal el Espino
1770 varas
425 metros de construcción
Primer Nivel
Cochera techada 2 vehiculos, sin techar dos mas.
Vestibulo
Sala
Comedor ...","
$1,500,000 ","
,
425 m,
,
3,
,
2,
,
3"
La Libertad, Vendo casa en Miramar,"vendo casa en Miramar
San José Villanueva.
Casa 2plantas remodelada 500v2.
de 4habitaciones .
1 en primera planta
4 baños .
Sala familiar .
3 terrazas .
Jardín grande ...","
$325,000 ","
,
250 m,
,
4,
,
2,
,
4"
Santa Tecla, VENTA! CASA EN SANTA TECLA,"Alpes Suizos II Av. Inglaterra.
La casa cuenta con:
5 Habitaciones
2 Baños
Área de cocina y lavado
1 Espacio para estacionamiento
2 Cuartos construidos (amplios)
...","
$150,000 ","
,
78 m,
,
5,
,
1,
,
2"
Apopa, Venta de Casa Metropolis San Gabriel,"Venta de Casa Metropolis San Gabriel
Consta de Un Nivel
Remodelada
Sala
Comedor
Cocina
1 baño social
Area de lavado
2 Terrazas
Jardin
Cochera techada dos vehiculos
Habitacion ...","
$183,000 ","
,
250 m,
,
3,
,
2,
,
3"
Colón," Venta de Casa de Esquina Res. Las Magnolias, Lourdes Colon","Venta de Casa de Esquina Res. Las Magnolias, Lourdes Colon
Consta de
3 habitaciones principal con baño y closet
1 baño social
Sala
Comedor
Cocina
Area de servicio ...","
$160,000 ","
,
180 m,
,
3,
,
2,
,
3"
San Salvador, Venta de Casa Metropolis San Gabriel,"Venta de Casa Metropolis San Gabriel
Remodelada
3 habitaciones
3 baños
Sala
Comedor
Cocina
Area de lavado
Terraza
Jardin
Tragaluz
Parqueo dos vehiculos
Precio de venta
$185,000","
$185,000 ","
,
160 m,
,
4,
,
2,
,
3"
Colón, Venta de Casa Las Arboledas Lourdes Colon,"Venta de Casa Las Arboledas Lourdes Colon
Consta de
3 habitaciones
2 baños
Sala
Comedor
Cocina
Terraza
Jardin
Cisterna
Parqueo dos vehiculos
Precio de Venta
$125.000 poco neg.","
$125,000 ","
,
120 m,
,
3,
,
2,
,
2"
Mejicanos," Venta casa Urbanización Zacamil II,Mejicanos.","Zona Reparto Universitario
Área 115vrs2 terreno
86 mts2 Construcción
Primer nivel
Sala-Comedor-cocina
pequeña terraza
Dormitorio amplio con baño
Patio.
Segundo nivel
2 ...","
$110,000 ","
,
86 m,
,
3,
,
1,
,
2"
San Juan Opico," SE VENDE CASA, EN CIUDAD VERSALLE, VILLA PARÍS.","*Casa en Ciudad Versalles, Villa Paris, completamente REMODELADA.
*Tres dormitorios con baño completo, uno con aire acondicionado.
*Un baño social, ( son cuatro baños en ...","
$148,000 ","
,
190 m,
,
3,
,
2,
,
4"
Colón, NUEVO LOURDES PONIENTE!! VENDO CASA REMODELADA DE 3 HABITACIONES COMO NUEVA,"Casa recién remodelada, cercana a la entrada principal de nuevo Lourdes Poniente, cuenta con:
Piso cerámico nuevo, techo nuevo, sistema eléctrico renovado
encielado nuevo, ...","
$59,000 ","
,
70 m,
,
3,
,
1"
